uuid,latitude,longitude,storeType,city,countryCode,houseNumber,houseNumberExtra,postalCode,street,openingDays,machineWorking,supermarketBranch
xSgKYx4XXk8AAAFJOQoYZ4CR,51.979279,5.794896,SupermarktPuP,Doorwerth,NLD,66,,6865 GC,Mozartlaan,{},,jumbo
QuwKY7XeLu8AAAF.YW15jGrA,51.784670,4.675990,SupermarktPuP,Dordrecht,NLD,152,,3318 JW,P.A. de Kokplein,{},,jumbo
3IwKYx4XZ4cAAAFplJIV6yde,51.801534,4.665475,SupermarktPuP,Dordrecht,NLD,68,,3314 KL,Krispijnseweg,{},,jumbo
8UkKYx4X4q8AAAFI.0AYwKxK,51.819026,4.696502,SupermarktPuP,Dordrecht,NLD,50,,3313 CS,Merwedestraat,{},,jumbo
S6EKYx4XteEAAAFIFToYwKxK,51.774373,4.674954,SupermarktPuP,Dordrecht,NLD,5,,3328 DN,Slangenburg,{},,jumbo
1qgKYx4XpCkAAAFjr44q7_FY,53.098820,6.074600,SupermarktPuP,Drachten,NLD,30,,9204 JX,Eems,{},,jumbo
3bEKYx4Xp0QAAAFI77kYwKxK,53.117626,6.096756,SupermarktPuP,Drachten,NLD,164,,9201 GT,Stationsweg,{},,jumbo
M7cKYx4XbvUAAAFIobQYwKxK,51.848035,5.431719,SupermarktPuP,Dreumel,NLD,5,,6621 CJ,Ekershof,{},,jumbo
nQIKYx4X1c4AAAFhbqxkYMVg,52.049957,5.273536,SupermarktPuP,Driebergen,NLD,1-12,,3972 CV,De Sluis,{},,jumbo
DEYKYx4Xb8cAAAFIRtQYwKxK,52.525239,5.716434,SupermarktPuP,Dronten,NLD,10,,8254 KL,De Binnenloop,{},,jumbo
Po8KYx4XB.IAAAFIA_MYwKrG,52.513091,5.721375,SupermarktPuP,Dronten,NLD,8,,8251 TH,Wardhof,{},,jumbo
CzwKYx4XoMwAAAFlgMUV9qHu,51.685622,5.132072,SupermarktPuP,Drunen,NLD,5,,5151 EE,Aalbersestraat,{},,jumbo
mPMKYx4XP84AAAFIcisYwKxK,51.890251,5.610155,SupermarktPuP,Druten,NLD,15,,6651 VD,Marktpassage,{},,jumbo
3hUKYx4Xv4sAAAFIuKEYwKxK,51.941391,6.006349,SupermarktPuP,Duiven,NLD,506-508,,6922 ER,Eilandplein,{},,jumbo
4wgKYx4XnB4AAAFIkOkYwKxJ,51.950217,6.022794,SupermarktPuP,Duiven,NLD,2,,6921 BX,Pastoriestraat,{},,jumbo
0X4KYx4Xh9IAAAFnHu8s5uLt,51.102954,5.864905,SupermarktPuP,Echt,NLD,31,,6101 KA,Zuiderpoort,{},,jumbo
cgUKYx4XDBQAAAFItrkYwKxK,52.042685,5.643840,SupermarktPuP,,NLD,63,,,Bellestein,{},,jumbo
pOAKYx4XwWQAAAFmb1df8VYt,52.042685,5.643840,SupermarktPuP,Ede,NLD,63,,6714 DP,Bellestein,{},,jumbo
b8oKYx4XJN0AAAFmoNoxiXo5,52.028200,5.666276,SupermarktPuP,Ede,NLD,45,,6717 HZ,Hoog Maanen,{},,jumbo
zQoKYx4XIaQAAAFlbMoGOuoH,52.017560,5.649458,SupermarktPuP,Ede,NLD,45,,6716 RH,Stadspoort,{},,jumbo
MmgKYx4XLxcAAAFNjetmVAMd,53.133709,6.564739,SupermarktPuP,Eelde,NLD,1,,9761 CA,Stoffer Holtjerweg,{},,jumbo
pVUKYx4XdPcAAAFIAXgYwKrH,52.105392,6.061368,SupermarktPuP,Eerbeek,NLD,3,,6961 CL,Loenenseweg,{},,jumbo
I4UKYx4XUC8AAAFJEIMFS1eI,51.361505,5.316678,SupermarktPuP,Eersel,NLD,8,,5521 KC,Willibrorduslaan,{},,jumbo
lj0KYx4Xrk4AAAFIrekYwKxJ,52.101557,6.648551,SupermarktPuP,Eibergen,NLD,35,,7151 CR,Brink,{},,jumbo
KBkKYx4XSfoAAAFIf2AYwKxK,51.479727,5.478941,SupermarktPuP,Eindhoven,NLD,21,,5628 XJ,Belgieplein,{},,jumbo
W58KYx4X7asAAAFIUSwYwKxK,51.482902,5.449340,SupermarktPuP,Eindhoven,NLD,37,,5627 LE,Biarritzplein,{},,jumbo
4oMKYx4Xt9oAAAFImNEYwKxK,51.451005,5.464946,SupermarktPuP,Eindhoven,NLD,289,,5612 HD,Boschdijk,{},,jumbo
NKkKYx4Xgo8AAAFIhH8YwKxK,51.427559,5.465047,SupermarktPuP,Eindhoven,NLD,56,,5615 KT,Boutenslaan,{},,jumbo
WW8KYx4XcYwAAAFIay4YwKxK,51.433142,5.490035,SupermarktPuP,Eindhoven,NLD,103,,5611 SE,Geldropseweg,{},,jumbo
_XMKYx4XNGEAAAFIpUsYwKxK,51.470731,5.463269,SupermarktPuP,Eindhoven,NLD,67,,5624 JP,Gerretsonplein,{},,jumbo
nfEKYx4Xe1wAAAFUw3YHNV9e,51.419103,5.440903,SupermarktPuP,Eindhoven,NLD,86,,5653 LR,Kastelenplein,{},,jumbo
4iYKYx4XaNUAAAFIfXkYwKxK,51.442225,5.408455,SupermarktPuP,Eindhoven,NLD,8,,5658 LM,Meerwater,{},,jumbo
8bwKYx4Xrw4AAAFIWdQYwKxJ,51.479272,5.463380,SupermarktPuP,Eindhoven,NLD,103,,5628 AJ,Nederlandplein,{},,jumbo
3HEKYx4XnGMAAAFIkksYwKxK,51.452017,5.517419,SupermarktPuP,Eindhoven,NLD,9,,5641 CB,Pagelaan,{},,jumbo
BlIKYx4XnT8AAAFqetEdbY.k,51.440120,5.471631,SupermarktPuP,Eindhoven,NLD,90,,5611 BM,Victoriapark,{},,jumbo
xIoKYx4XBgEAAAFJKwoYZ4CR,51.468220,5.477477,SupermarktPuP,Eindhoven,NLD,1,,5625 AA,Winkelcentrum Woensel,{},,jumbo
6ZIKYx4XWHgAAAFsolR9Tv7G,52.447553,5.837842,SupermarktPuP,Elburg,NLD,1,,8081 CG,Zwolscheweg,{},,jumbo
WFMKYx4X_fIAAAFJfoQFS1eI,51.917456,5.842928,SupermarktPuP,Elst,NLD,22,,6662 DD,Europaplein,{},,jumbo
6KUKYx4XxpMAAAFIfOwYwKxJ,51.922134,5.861260,SupermarktPuP,Elst,NLD,19,,6661 TT,Basilica,{},,jumbo
igYKY7S5NtUAAAGG71FMhZWW,52.711890,5.757470,SupermarktPuP,Emmeloord,NLD,1,,8302 ET,De Boei,{},,jumbo
BvgKYx4XunkAAAFJ1wsYZ4CR,52.711511,5.739695,SupermarktPuP,Emmeloord,NLD,33,,8303 GH,Europalaan,{},,jumbo
ox0KYx4XqEYAAAFImLwYwKxJ,52.792601,6.939040,SupermarktPuP,Emmen,NLD,296,,7823 PV,Houtweg,{},,jumbo
cV8KYx4XnKYAAAFIzckYwKxJ,52.779773,6.923236,SupermarktPuP,Emmen,NLD,33,,7824 CS,Statenweg,{},,jumbo
AEQKYx4X4cUAAAFIVS0YwKrH,52.750653,6.889522,SupermarktPuP,Emmen,NLD,50,,7827 HC,Valkenveld,{},,jumbo
XhwKYx4X8yMAAAFIuUYYwKxK,52.791939,6.898426,SupermarktPuP,Emmen,NLD,232B,,7811 CE,Weerdingerstraat,{},,jumbo
ZmEKYx4X5JwAAAFIjzQYwKxK,52.778127,6.896808,SupermarktPuP,Emmen,NLD,7,,7811 JA,Wilhelminastraat,{},,jumbo
ROAKYx4XCHsAAAFISzIYwKxK,52.231521,6.891671,SupermarktPuP,Enschede,NLD,55,,7523 MA,Brouwerijplein,{},,jumbo
TLwKYx4Xfl8AAAFXhF90knNL,52.206207,6.878991,SupermarktPuP,Enschede,NLD,100,,7543 AB,Burgemeester van Veenlaan,{},,jumbo
svYKYx4XuSUAAAFIoVUYwKxK,52.221350,6.898243,SupermarktPuP,Enschede,NLD,75,,7511 EK,Noorderhagen,{},,jumbo
jPoKYx4XFeYAAAFoqIhGLpcs,52.212979,6.895101,SupermarktPuP,Enschede,NLD,118,,7512 CL,Kuipersdijk,{},,jumbo
qn4KYx4XBQ8AAAFrr2M6qUPj,52.223856,6.910623,SupermarktPuP,Enschede,NLD,161,,7533 AS,Lage Bothofstraat,{},,jumbo
5usKY7MkfB4AAAGAIbxJSatR,52.225510,6.890770,SupermarktPuP,Enschede,NLD,15-3,,7514 JK,De Cooperatie,{},,jumbo
HdMKYx4XVP4AAAFqp8gvx0eL,52.228929,6.920525,SupermarktPuP,Enschede,NLD,100,,7531 KA,Magnoliastraat,{},,jumbo
NhMKYx4XhjEAAAFNtgQ7fttp,52.206207,6.878991,SupermarktPuP,,NLD,100,,,Burgemeester van Veenlaan,{},,jumbo
fYsKYx4X3d8AAAFKRpNPW5Zz,52.191539,6.880051,SupermarktPuP,Enschede,NLD,21,,7544 JB,Wesselernering,{},,jumbo
PrcKY7Wyer4AAAGHG2c4SF43,52.211470,6.863090,SupermarktPuP,Enschede,NLD,238,,7545 NP,Wethouder Nijhuisstraat,{},,jumbo
x4UKYx4XcGUAAAFLUNAai3Gk,52.346144,5.984636,SupermarktPuP,Epe,NLD,15,,8161 HN,Gruttersplein,{},,jumbo
zm8KYx4XtOgAAAFI6o0YwKxK,51.586719,4.654339,SupermarktPuP,Etten-Leur,NLD,9,,4871 CK,Geerkade,{},,jumbo
yo4KYx4X.JIAAAFMU10hgZb4,51.565013,4.642907,SupermarktPuP,Etten-Leur,NLD,25,,4873 CE,Kerkwerve,{},,jumbo
A.oKYx4X5CEAAAFIaM8YwKxJ,50.894142,6.060411,SupermarktPuP,Eygelshoven,NLD,1,,6471 EX,Portbeemden,{},,jumbo
QbIKYx4XE5oAAAFIZOwYwKxJ,51.631861,4.474125,SupermarktPuP,Fijnaart,NLD,120,,4793 RR,Kadedijk,{},,jumbo
8yAKY7OS958AAAGKD2A30nIk,51.797435,5.204560,SupermarktPuP,Gameren,NLD,6,,5311 PC,Middelkampseweg,{},,jumbo
D8YKY7Wb8fcAAAGKVoE3kUjx,51.741324,5.462339,SupermarktPuP,Geffen,NLD,1,,5386 BD,Aloysiusplein,{},,jumbo
DP0KYx4XWNEAAAFVAtI0qXV1,51.417019,5.573509,SupermarktPuP,Geldrop,NLD,5,,5665 GA,Coevering,{},,jumbo
P6kKY7UZ.eEAAAFzrNtL8lof,50.971110,5.840834,SupermarktPuP,Geleen,NLD,9,,6166 CV,Pastoor Vonckenstraat,{},,jumbo
lEkKYx4X78oAAAFIHBcYwKxK,50.984474,5.814687,SupermarktPuP,Geleen,NLD,32,,6163 CG,Bloemenmarkt,{},,jumbo
E2MKYx4X1rEAAAFIgGEYwKxK,51.561268,5.686091,SupermarktPuP,Gemert,NLD,9,,5421 PL,Past.Poellplein,{},,jumbo
ifUKYx4XJ9sAAAFI7TgYwKxK,51.698053,5.970160,SupermarktPuP,Gennep,NLD,10B,,6591 AZ,Europaplein,{},,jumbo
k8QKY7TyBWMAAAGKQmE4LfLj,51.698816,5.969856,SupermarktPuP,Gennep,NLD,1,,6591 BP,Het Straatje,{},,jumbo
tpQKYx4XUWQAAAFLRdAai3Gk,53.002018,6.764721,SupermarktPuP,Gieten,NLD,37,,9461 GR,Stationsstraat,{},,jumbo
Wb0KY7WG3eAAAAGAJPNGwPX9,51.544320,4.942080,SupermarktPuP,Gilze,NLD,2,,5126 BC,Lange Wagenstraat,{},,jumbo
pdUKYx4X28UAAAFIIOEYwKxJ,52.212865,6.970179,SupermarktPuP,Glanerbrug,NLD,60,,7534 CC,Schoolstraat,{},,jumbo
PeEKY7Q7dC0AAAFt5y8mp_DR,51.497458,3.885096,SupermarktPuP,Goes,NLD,2,,4462 EX,Van Doornestraat,{},,jumbo
U68KYx4XpZAAAAFIFmIYwKxK,51.499215,3.885063,SupermarktPuP,Goes,NLD,1-2,,4461 HH,Marconistraat,{},,jumbo
PZEKYx4XIxYAAAFmbk9Ssg4U,51.521556,5.068546,SupermarktPuP,Goirle,NLD,16,,5051 NP,De Hovel,{},,jumbo
40UKYx4XyxQAAAFIF8EYwKxK,52.234230,6.578758,SupermarktPuP,Goor,NLD,7,,7471 DP,van Kollaan,{},,jumbo
iLYKY7U6JssAAAF8Ry9rhmJn,51.837900,4.961150,SupermarktPuP,Gorinchem,NLD,22-30,,4204 BP,Piazza Center,{},,jumbo
ZhAKYx4XaVQAAAFcyDlerHrB,53.003553,6.056909,SupermarktPuP,Gorredijk,NLD,34,,8401 BL,Badweg,{},,jumbo
6RMKYx4XHr0AAAFI3aUYwKxK,52.202170,6.202666,SupermarktPuP,Gorssel,NLD,22,,7213 DB,Nijverheidsstraat,{},,jumbo
LI8KYx4XvSEAAAFIg2UYwKrH,52.032288,4.703370,SupermarktPuP,Gouda,NLD,2,,2804 VT,Ruigenburg,{},,jumbo
T2gKYx4XESQAAAFXfaUpiSDl,52.010371,4.730030,SupermarktPuP,Gouda,NLD,4a,,2806 HC,Sportlaan,{},,jumbo
T68KY7NNdvYAAAGO5EE4.IfG,51.751660,5.746917,SupermarktPuP,Grave,NLD,72,,5361 JT,Essinklaan,{},,jumbo
0XQKY7T18G4AAAF5LVRGVe4f,53.263260,6.307238,SupermarktPuP,Grijpskerk,NLD,5,,9843 BD,Schoutstraat,{},,jumbo
CGoKYx4XhfAAAAFqk_sZpyOB,52.043561,6.610539,SupermarktPuP,Groenlo,NLD,2,,7141 VW,Den Koem,{},,jumbo
e74KYx4XXIAAAAFIqz4YwKxK,51.772985,5.933827,SupermarktPuP,Groesbeek,NLD,1,,6562 CZ,De Meent,{},,jumbo
P5YKYx4Xo9oAAAFI_LwYwKxK,53.226915,6.562667,SupermarktPuP,Groningen,NLD,85,,9714 DW,Beren,{},,jumbo
xa4KYx4XTL0AAAFlUTgqZDXJ,53.207145,6.591977,SupermarktPuP,Groningen,NLD,525,,9723 ZS,Boumaboulevard,{},,jumbo
JUsKY7V7pgYAAAGEKIxbHSEX,53.231550,6.651590,SupermarktPuP,Groningen,NLD,184-186,,9613 CG,Vossenburglaan,{},,jumbo
yVUKYx4Xv0AAAAFIsxgYwKxK,53.222301,6.582396,SupermarktPuP,Groningen,NLD,55,,9713 GP,Linnaeusplein,{},,jumbo
C.UKYx4XQgcAAAFJ76AFS1eI,53.216437,6.570859,SupermarktPuP,Groningen,NLD,58,,9711 NX,Oosterstraat,{},,jumbo
SWMKY7U.1B0AAAGCKHdGqMgN,53.198044,6.561594,SupermarktPuP,Groningen,NLD,7,,9728 GP,Overwinningsplein,{},,jumbo
RL8KYx4XICcAAAFIAM8YwKxK,53.236004,6.522026,SupermarktPuP,Groningen,NLD,261-467,,9746 RE,Reitdiephaven,{},,jumbo
B7gKYx4XsksAAAFIzK0YwKxK,53.219487,6.547277,SupermarktPuP,Groningen,NLD,21,,9717 AB,Wilhelminakade,{},,jumbo
r1cKYx4XC3EAAAFI.6wYwKxK,53.094319,5.830876,SupermarktPuP,Grou,NLD,38F,,9001 EH,Stationsweg,{},,jumbo
8xkKYx4XBawAAAFIQsEYwKxK,52.157674,6.737974,SupermarktPuP,Haaksbergen,NLD,12,,7481 JA,Stationsstraat,{},,jumbo
MNgKYx4XWO8AAAFn4OMST9N6,51.601823,5.226160,SupermarktPuP,Haaren,NLD,56,,5076 BJ,Driehoeven,{},,jumbo
qb0KY7WtpFkAAAFyS7RNgLp6,52.380299,4.632334,SupermarktPuP,Haarlem,NLD,66,,2011 GT,Gedempte Oude Gracht,{},,jumbo
200KY7TSXAgAAAF0bu5M2bMp,52.383044,4.633221,SupermarktPuP,Haarlem,NLD,51,,2011 PW,Kruisstraat,{},,jumbo
hckKY7Xv89gAAAGOC9o.Q6ub,52.351871,4.653853,SupermarktPuP,Haarlem,NLD,70,,2036 RS,Engelenburg,{},,jumbo
rPwKYx4XcEIAAAFI5a8YwKxK,51.736020,4.899847,SupermarktPuP,Hank,NLD,43,,4273 CA,Kerkstraat,{},,jumbo
w6AKYx4Xwz8AAAFI0dsYwKxJ,51.369247,5.251834,SupermarktPuP,Hapert,NLD,26,,5527 EN,Markt,{},,jumbo
SHQKYx4X9.AAAAFIZ_gYwKWf,52.574053,6.620719,SupermarktPuP,Hardenberg,NLD,1,,7772 BV,Adm Helfrichstraat,{},,jumbo
3u0KYx4XlCAAAAFJ3QsYZ4CR,52.324772,5.601576,SupermarktPuP,Harderwijk,NLD,83,,3845 GD,Triasplein,{},,jumbo
XNsKYx4XolwAAAFN9CQ7frI2,52.336666,5.608147,SupermarktPuP,Harderwijk,NLD,3,,3844 HR,Achterste Wei,{},,jumbo
A0MKY7PtzQsAAAF.UMhc2G_m,52.335639,5.633571,SupermarktPuP,Harderwijk,NLD,10,,3843 DC,Nassaulaan,{},,jumbo
kcAKYx4X6nkAAAFZm1UnMIXx,53.170992,6.623632,SupermarktPuP,Haren,NLD,31,,9753 GT,Anjerplein,{},,jumbo
KpEKYx4X9lcAAAFIcQIYwKxK,53.171885,6.603423,SupermarktPuP,Haren,NLD,10,,9752 KH,Kroonkampweg,{},,jumbo
VeMKYx4XFmMAAAFNF907fryC,53.170788,5.420315,SupermarktPuP,Harlingen,NLD,1,,8861 XX,Spoorstraat,{},,jumbo
Ix4KYx4XP4MAAAFoiQ1Drrs5,52.593924,6.092464,SupermarktPuP,Hasselt (NL),NLD,5,,8061 KM,Buiten de Venepoort,{},,jumbo
r64KYx4XpSQAAAFIfjsYwKxK,52.127781,4.588355,SupermarktPuP,Hazerswoude Rijndijk,NLD,34-36,,2394 BL,Da Costasingel,{},,jumbo
jwEKY7OSayIAAAGKOrs30ndK,51.744609,5.260698,SupermarktPuP,Hedel,NLD,5,,5321 GL,Kasteellaan,{},,jumbo
mMsKYx4XB.IAAAFIcewYwKxJ,51.180560,5.901233,SupermarktPuP,Heel,NLD,21,,6097 AL,Dorpsstraat,{},,jumbo
g88KYx4XlfYAAAFI.O4YwKxJ,52.512793,4.676774,SupermarktPuP,Heemskerk,NLD,8,,1962 KE,Haydnplein,{},,jumbo
Qk0KYx4X1pIAAAFI2ssYwKxK,52.390008,6.038636,SupermarktPuP,Heerde,NLD,29,,8181 CW,Stationsstraat,{},,jumbo
tzMKYx4X2KMAAAFIAbsYwKxK,52.953238,5.914327,SupermarktPuP,Heerenveen,NLD,29,,8446 CE,Jister,{},,jumbo
p8YKYx4XIMYAAAFIL6sYwKxK,52.957082,5.925564,SupermarktPuP,Heerenveen,NLD,27,,8442 LM,Molenplein,{},,jumbo
tyoKYx4XQacAAAFmXdgIysKJ,52.671280,4.847974,SupermarktPuP,Heerhugowaard,NLD,245,,1701 GC,Middenweg,{},,jumbo
BCAKYx4Xf7QAAAFUal0HNU_r,50.891763,5.975051,SupermarktPuP,Heerlen,NLD,81,,6412 AA,Spoorsingel,{},,jumbo
ouUKYx4XkrYAAAFM0H8hgW3F,51.734366,5.526183,SupermarktPuP,Heesch,NLD,8,,5384 AN,Schoonstraat,{},,jumbo
qe4KYx4X_K8AAAFIK0gYwKrH,51.648961,5.474725,SupermarktPuP,Heeswijk Dinther,NLD,39,,5473 GA,St. Servatiusstraat,{},,jumbo
3a8KYx4X2ZUAAAFmpNoxiXo5,51.471704,3.819644,SupermarktPuP,Heinkenszand,NLD,2,,4451 KB,Stenevate,{},,jumbo
We8KYx4XYcgAAAFIwmIYwKxK,51.834368,4.144655,SupermarktPuP,Hellevoetsluis,NLD,349,,3223 DE,Struijtse Hoeck,{},,jumbo
1p8KYx4XZgoAAAFp9hkKvUtr,51.476034,5.645320,SupermarktPuP,Helmond,NLD,42,,5707 VK,2e Haagstraat,{},,jumbo
xyMKYx4XuLQAAAFIbj0YwKxK,51.476521,5.675169,SupermarktPuP,Helmond,NLD,64,,5701 CM,Azalealaan,{},,jumbo
sW4KYx4XpV0AAAFIcHsYwKxK,51.460648,5.609562,SupermarktPuP,Helmond,NLD,2,,5708 XA,Huiskensstraat,{},,jumbo
S4oKYx4X52UAAAFIRtEYwKxJ,51.469665,5.702682,SupermarktPuP,Helmond,NLD,10,,5704 EH,Brouwhorst,{},,jumbo
lxIKYx4XqGsAAAFIemMYwKxK,51.467106,5.634897,SupermarktPuP,Helmond,NLD,168,,5706 AP,Hoofdstraat,{},,jumbo
UiUKYx4XLucAAAFmbFhf8VYt,51.476344,5.706331,SupermarktPuP,Helmond,NLD,14,,5709 CD,Wederhof,{},,jumbo
lrMKYx4X00kAAAFIY5sYwKxK,51.849812,4.645400,SupermarktPuP,Hendrik Ido Ambacht,NLD,120,,3341 EB,de Schoof,{},,jumbo
Av4KYx4XjDsAAAFNbJZasEYQ,52.256202,6.789338,SupermarktPuP,Hengelo,NLD,9,,7553 CZ,Dikkersplein,{},,jumbo
40sKYx4XycAAAAFo2JB8ON9F,52.266416,6.801715,SupermarktPuP,Hengelo,NLD,40,,7551 HC,Oude Molenweg,{},,jumbo
PTEKYx4X50QAAAFIz9sYwKxJ,52.262410,6.822234,SupermarktPuP,Hengelo,NLD,34-40,,7552 WZ,Willem de Merodestraat,{},,jumbo
2tkKYx4XIcwAAAFpD1BZRXnE,52.284590,6.827428,SupermarktPuP,Hengelo,NLD,29,,7558 CW,Christiaan Langefeldstraat,{},,jumbo
Qx0KYx4XE0kAAAFqQ9EdbY.k,52.270021,6.773564,SupermarktPuP,Hengelo,NLD,149,,7555 LL,Woolderesweg,{},,jumbo
pJwKYx4X19wAAAFN1BZasCIE,51.959135,5.757288,SupermarktPuP,Heteren,NLD,38,,6666 DL,Beemdhof,{},,jumbo
CWAKYx4XHi0AAAFIOO8YwKxJ,52.291150,4.583050,SupermarktPuP,Hillegom,NLD,6,,2181 JH,Jonkheer Mockkade,{},,jumbo
DmAKYx4XkLUAAAFI.MYYwKxJ,51.483345,5.138948,SupermarktPuP,Hilvarenbeek,NLD,99,,5081 AV,Hilverstraat,{},,jumbo
EcwKYx4XTO8AAAFIOI4YwKxK,52.232860,5.188460,SupermarktPuP,Hilversum,NLD,155,,1221 CL,Larenseweg,{},,jumbo
338KYx4XtnsAAAFq.lIqU_vK,52.237964,5.176066,SupermarktPuP,Hilversum,NLD,45-49,,1222 NV,Stephensonlaan,{},,jumbo
XhgKYx4X.ZQAAAFIl7YYwKxK,52.175137,5.455213,SupermarktPuP,Hoevelaken,NLD,23,,3871 AT,Westerdorpsstraat,{},,jumbo
uHkKY7Ra5jAAAAFvk0ph0aGe,52.302893,4.692037,SupermarktPuP,Hoofddorp,NLD,31,,2132 DL,Marktlaan,{},,jumbo
tSAKYx4Xi6gAAAFId_sYwKrG,52.309034,4.670973,SupermarktPuP,Hoofddorp,NLD,204,,2133 DW,Skagerrak,{},,jumbo
sMkKYx4XsAUAAAFRato6N_Bz,51.424797,4.323448,SupermarktPuP,Hoogerheide,NLD,87,,4631 NC,Raadhuisstraat,{},,jumbo
USoKYx4Xea0AAAFIjk4YwKxK,52.727123,6.479598,SupermarktPuP,Hoogeveen,NLD,1,,7902 GK,Tamboerpassage,{},,jumbo
oAMKY7TS21QAAAF02OxM2bMp,53.149165,6.742062,SupermarktPuP,Hoogezand,NLD,11,,9602 KD,Pleiaden,{},,jumbo
UIYKYx4XYtoAAAFIoMkYwKxK,53.162784,6.743613,SupermarktPuP,Hoogezand,NLD,26-32,,9601 KG,Meint Veningastraat,{},,jumbo
wNYKYx4X1DUAAAFI5GQYwKxK,51.850736,4.368372,SupermarktPuP,Hoogvliet,NLD,80,,3192 HD,in de Fuik,{},,jumbo
KDQKY7Wb0IQAAAGKaVY3kWKx,51.451750,6.054250,SupermarktPuP,Horst,NLD,3d,,5961 GC,Kerkstraat,{},,jumbo
vKoKYx4XdVAAAAFIr5IYwKxK,52.032318,5.180756,SupermarktPuP,Houten,NLD,57A,,3994 AS,Odijkseweg,{},,jumbo
tGMKYx4Xy_kAAAFUOVAHNU_r,52.035284,5.168394,SupermarktPuP,Houten,NLD,129,,3995 ED,Spoorhaag,{},,jumbo
QPwKYx4XkHYAAAFIZ6AYwKxK,51.945259,5.926741,SupermarktPuP,Huissen,NLD,14,,6852 EE,Brink,{},,jumbo
LbQKYx4X0QIAAAFI28EYwKxJ,52.291946,5.254419,SupermarktPuP,Huizen,NLD,2,,1276 CJ,De Kostmand,{},,jumbo
UHAKYx4XW6AAAAFqzfgZpyOB,51.277243,4.047523,SupermarktPuP,Hulst,NLD,22H,,4561 GC,Stationsplein,{},,jumbo
SCgKYx4XPxwAAAFbXlxmxNDP,51.277046,4.044236,SupermarktPuP,Hulst,NLD,30,,4561 GC,Stationsplein,{},,jumbo
1IIKYx4XARUAAAFiaWI0nIjb,52.027293,5.047225,SupermarktPuP,IJsselstein,NLD,2,,3402 GB,De Clinckhoeff,{},,jumbo
eTYKYx4X5fsAAAFMsH0hgW3F,52.022563,5.027952,SupermarktPuP,IJsselstein,NLD,11,,3401 GD,De Biezen,{},,jumbo
dNgKYx4X_RcAAAFI0TAYwKxK,52.025147,5.053706,SupermarktPuP,,NLD,102,,,Televisiebaan,{},,jumbo
xwwKYx4XXCwAAAFiTGU0nIjb,52.025147,5.053706,SupermarktPuP,IJsselstein,NLD,102,,3402 VH,Televisiebaan,{},,jumbo
gUEKYx4XtaEAAAFIHqsYwKxK,52.961306,5.808165,SupermarktPuP,Joure,NLD,52A,,8501 MK,G. Knolweg,{},,jumbo
dToKY7Nl.00AAAF_rIl9BUML,52.898250,4.754250,SupermarktPuP,Julianadorp,NLD,63,,1787 AV,Schoolweg,{},,jumbo
19YKYx4XW1wAAAFIHWcYwKxK,51.661627,5.035866,SupermarktPuP,Kaatsheuvel,NLD,22,,5171 DN,Hoofdpoort,{},,jumbo
Ih4KYx4X6l0AAAFRsHgebetN,52.559315,5.900337,SupermarktPuP,Kampen,NLD,27,,8262 WN,Hanzeplein,{},,jumbo
bZAKYx4X6h4AAAFO1mlJcyio,52.552999,5.900489,SupermarktPuP,Kampen,NLD,25,,8265 EX,Penningkruid,{},,jumbo
8E0KYx4XCQQAAAFoMTtWMVlg,51.486515,3.955938,SupermarktPuP,Kapelle,NLD,2,,4421 AC,Weststraat,{},,jumbo
KBQKY7VxY6UAAAF7_tFGuxOp,50.863680,6.069627,SupermarktPuP,Kerkrade,NLD,5,,6461 BM,Onze Lieve Vrouwenstraat,{},,jumbo
c3MKYx4XrCoAAAFI7tMYwKxK,50.857340,6.026938,SupermarktPuP,Kerkrade,NLD,6,,6466 CX,Carboonplein,{},,jumbo
JW8KYx4XHlMAAAFIK0EYwKxK,52.724771,6.991792,SupermarktPuP,Klazienaveen,NLD,500,,7891 AX,Langestraat,{},,jumbo
1sUKYx4XBLMAAAFIeoIYwKrH,53.282416,6.153888,SupermarktPuP,Kollum,NLD,16,,9291 MA,Mr. Andreaestraat,{},,jumbo
nEwKYx4X.wQAAAFIWzgYwKxK,52.240180,5.114510,SupermarktPuP,Kortenhoef,NLD,2,,1241 XZ,Curtevenneweg,{},,jumbo
MFEKY7WnK9IAAAGB.rdRBSwQ,51.483350,3.547650,SupermarktPuP,Koudekerke,NLD,18a,,4371 AZ,Duinstraat,{},,jumbo
hPoKYx4XM.4AAAFIEd4YwKxJ,51.430880,4.111352,SupermarktPuP,Krabbendijke,NLD,90,,4413 CE,Dorpsstraat,{},,jumbo
pM8KYx4Xni0AAAFIHIgYwKxK,51.921959,4.610666,SupermarktPuP,Krimpen aan den IJssel,NLD,8b,,2924 AH,De Korf,{},,jumbo
BRsKYx4X7sIAAAFb78x1hRyQ,51.914615,4.617253,SupermarktPuP,Krimpen aan den IJssel,NLD,7-8,,2925 CJ,De Olm,{},,jumbo
a6MKYx4XAxEAAAFjas8d.Z7y,52.014433,4.254604,SupermarktPuP,Kwintsheul,NLD,4,,2295 NZ,De Raaphorst,{},,jumbo
b60KYx4X8V8AAAFiwPdz2fUA,52.014433,4.254604,SupermarktPuP,,NLD,4,,,De Raaphorst,{},,jumbo
zlAKYx4XpXIAAAFIJM0YwKxJ,51.706275,4.705207,SupermarktPuP,Lage Zwaluwe,NLD,3,,4926 CG,Pastoor van Hooijdonklaan,{},,jumbo
